Repository	Tag	# of Vuls Originally	# of Vuls after Fix	Initial Audit	After i package-lock	After audit fix
dockerode	v3.2.1	0	0	No Vul	No Vul	No Vul
dockerode	v3.3.0	2	0	Vul Found	Vul Found	No Vul (Changed)
styleloader	v2.0.0	2	2	Vul Found	Vul Found	Vul Found
styleloader	v3.0.0	2	2	Vul Found	Vul Found	Vul Found
styleloader	v3.1.0	2	2	Vul Found	Vul Found	Vul Found
styleloader	v3.2.0	2	2	Vul Found	Vul Found	Vul Found
styleloader	v3.2.1	2	2	Vul Found	Vul Found	Vul Found
sockjsclient	v1.2.0	6	6	Vul Found	Vul Found	Vul Found
sockjsclient	v1.3.0	6	6	Vul Found	Vul Found	Vul Found
sockjsclient	v1.4.0	6	6	Vul Found	Vul Found	Vul Found
sockjsclient	v1.5.0	6	6	Vul Found	Vul Found	Vul Found
sockjsclient	v1.5.1	15	6	Vul Found	Vul Found	Vul Found
underscore	1.12.1	16	16	Vul Found	Vul Found	Vul Found
underscore	1.13.0	16	16	Vul Found	Vul Found	Vul Found
underscore	1.13.0-2	16	16	Vul Found	Vul Found	Vul Found
underscore	1.13.0-3	16	16	Vul Found	Vul Found	Vul Found
underscore	1.13.1	28	16	Vul Found	Vul Found	Vul Found
q	v1.2.1	13	13	Vul Found	Vul Found	Vul Found
q	v1.3.0	13	13	Vul Found	Vul Found	Vul Found
q	v1.4.1	13	13	Vul Found	Vul Found	Vul Found
q	v1.5.0	13	13	Vul Found	Vul Found	Vul Found
q	v1.5.1	13	13	ERR	Vul Found (Changed)	Vul Found
servefavicon	2.4.5	10	10	Vul Found	Vul Found	Vul Found
servefavicon	2.5.0	10	10	ERR	Vul Found (Changed)	Vul Found
servefavicon	v2.4.2	11	11	Vul Found	Vul Found	Vul Found
servefavicon	v2.4.3	11	11	Vul Found	Vul Found	Vul Found
servefavicon	v2.4.4	10	11	Vul Found	Vul Found	Vul Found
d3scale	v3.2.2	0	0	No Vul	No Vul	No Vul
d3scale	v3.2.3	0	0	No Vul	No Vul	No Vul
d3scale	v3.2.4	0	0	No Vul	No Vul	No Vul
d3scale	v3.3.0	0	0	No Vul	No Vul	No Vul
d3scale	v4.0.0	0	0	ERR	No Vul (Changed)	No Vul
rolluppluginbabel	v4.3.2	0	0	No Vul	No Vul	No Vul
rolluppluginbabel	v4.3.3	0	0	No Vul	No Vul	No Vul
rolluppluginbabel	v4.4.0	0	0	No Vul	No Vul	No Vul
rolluppluginbabel	v5.0.0-alpha.1	0	0	No Vul	No Vul	No Vul
rolluppluginbabel	v5.0.0-alpha.2	8	0	Vul Found	Vul Found	No Vul (Changed)
axios	v0.19.2	14	14	Vul Found	Vul Found	Vul Found
axios	v0.20.0	14	14	Vul Found	Vul Found	Vul Found
axios	v0.20.0-0	14	14	Vul Found	Vul Found	Vul Found
axios	v0.21.0	14	14	Vul Found	Vul Found	Vul Found
axios	v0.21.1	14	14	ERR	Vul Found (Changed)	Vul Found
workboxwebpackplugin	v6.1.4	2	2	Vul Found	Vul Found	Vul Found
workboxwebpackplugin	v6.1.5	2	2	Vul Found	Vul Found	Vul Found
workboxwebpackplugin	v6.2.0-alpha.0	2	2	Vul Found	Vul Found	Vul Found
workboxwebpackplugin	v6.2.0-alpha.1	2	2	Vul Found	Vul Found	Vul Found
workboxwebpackplugin	v6.2.0-alpha.2	13	2	Vul Found	Vul Found	Vul Found
babelplugintransformreactremoveproptypes	v0.4.20	3	3	Vul Found	Vul Found	Vul Found
babelplugintransformreactremoveproptypes	v0.4.21	3	3	Vul Found	Vul Found	Vul Found
babelplugintransformreactremoveproptypes	v0.4.22	3	3	Vul Found	Vul Found	Vul Found
babelplugintransformreactremoveproptypes	v0.4.23	3	3	Vul Found	Vul Found	Vul Found
babelplugintransformreactremoveproptypes	v0.4.24	14	3	ERR	Vul Found (Changed)	Vul Found
gulpeslint	v4.0.0	3	3	Vul Found	Vul Found	Vul Found
gulpeslint	v4.0.1	3	3	Vul Found	Vul Found	Vul Found
gulpeslint	v4.0.2	3	3	Vul Found	Vul Found	Vul Found
gulpeslint	v5.0.0	3	3	Vul Found	Vul Found	Vul Found
gulpeslint	v6.0.0	16	3	Vul Found	Vul Found	Vul Found
terserwebpackplugin	v5.1.0	1	1	Vul Found	Vul Found	Vul Found
terserwebpackplugin	v5.1.1	1	1	Vul Found	Vul Found	Vul Found
terserwebpackplugin	v5.1.2	1	1	Vul Found	Vul Found	Vul Found
terserwebpackplugin	v5.1.3	1	1	Vul Found	Vul Found	Vul Found
terserwebpackplugin	v5.1.4	1	1	Vul Found	Vul Found	Vul Found
formidable	v1.0.17	0	0	No Vul	No Vul	No Vul
formidable	v1.1.1	0	0	No Vul	No Vul	No Vul
formidable	v1.2.0	0	0	No Vul	No Vul	No Vul
formidable	v1.2.1	0	0	No Vul	No Vul	No Vul
formidable	v1.2.3	0	0	ERR	No Vul (Changed)	No Vul
litelement	v2.2.0	10	10	Vul Found	Vul Found	Vul Found
litelement	v2.2.1	10	10	Vul Found	Vul Found	Vul Found
litelement	v2.3.0	10	10	Vul Found	Vul Found	Vul Found
litelement	v2.3.1	10	10	Vul Found	Vul Found	Vul Found
litelement	v2.4.0	25	10	Vul Found	Vul Found	Vul Found
ssh2	v0.8.8	0	0	No Vul	No Vul	No Vul
ssh2	v0.8.9	0	0	No Vul	No Vul	No Vul
ssh2	v1.0.0	0	0	No Vul	No Vul	No Vul
ssh2	v1.1.0	0	0	No Vul	No Vul	No Vul
ssh2	v1.2.0	0	0	ERR	No Vul (Changed)	No Vul
uuid	v8.1.0	4	4	Vul Found	Vul Found	Vul Found
uuid	v8.2.0	4	4	Vul Found	Vul Found	Vul Found
uuid	v8.3.0	4	4	Vul Found	Vul Found	Vul Found
uuid	v8.3.1	4	4	Vul Found	Vul Found	Vul Found
uuid	v8.3.2	11	4	Vul Found	Vul Found	Vul Found
lessloader	v10.0.0	1	1	Vul Found	Vul Found	Vul Found
lessloader	v10.0.1	1	1	Vul Found	Vul Found	Vul Found
lessloader	v8.1.1	1	1	Vul Found	Vul Found	Vul Found
lessloader	v9.0.0	1	1	Vul Found	Vul Found	Vul Found
lessloader	v9.1.0	1	1	Vul Found	Vul Found	Vul Found
nunjucks	v3.1.6	14	14	Vul Found	Vul Found	Vul Found
nunjucks	v3.1.7	14	14	Vul Found	Vul Found	Vul Found
nunjucks	v3.2.0	14	14	Vul Found	Vul Found	Vul Found
nunjucks	v3.2.1	14	14	Vul Found	Vul Found	Vul Found
nunjucks	v3.2.2	14	14	ERR	Vul Found (Changed)	Vul Found
stylelintconfigstandard	18.3.0	0	0	No Vul	No Vul	No Vul
stylelintconfigstandard	19.0.0	0	0	No Vul	No Vul	No Vul
stylelintconfigstandard	20.0.0	0	0	No Vul	No Vul	No Vul
stylelintconfigstandard	21.0.0	0	0	No Vul	No Vul	No Vul
stylelintconfigstandard	22.0.0	7	0	Vul Found	Vul Found	No Vul (Changed)
chance	1.1.3	24	24	Vul Found	Vul Found	Vul Found
chance	1.1.4	24	24	Vul Found	Vul Found	Vul Found
chance	1.1.5	24	24	Vul Found	Vul Found	Vul Found
chance	1.1.6	24	24	Vul Found	Vul Found	Vul Found
chance	1.1.7	34	24	ERR	Vul Found (Changed)	Vul Found
showdown	1.8.5	9	9	Vul Found	Vul Found	Vul Found
showdown	1.8.6	9	9	Vul Found	Vul Found	Vul Found
showdown	1.8.7	9	9	Vul Found	Vul Found	Vul Found
showdown	1.9.0	9	9	Vul Found	Vul Found	Vul Found
showdown	1.9.1	17	9	Vul Found	Vul Found	Vul Found
coveralls	3.1.1	8	3	Vul Found	Vul Found	Vul Found
coveralls	v3.0.12	3	3	Vul Found	Vul Found	Vul Found
coveralls	v3.0.13	3	3	Vul Found	Vul Found	Vul Found
coveralls	v3.0.14	3	3	Vul Found	Vul Found	Vul Found
coveralls	v3.1.0	3	3	Vul Found	Vul Found	Vul Found
boom	v7.4.12	0	0	No Vul	No Vul	No Vul
boom	v9.1.0	0	0	No Vul	No Vul	No Vul
boom	v9.1.1	0	0	No Vul	No Vul	No Vul
boom	v9.1.2	0	0	No Vul	No Vul	No Vul
boom	v9.1.3	0	0	ERR	No Vul (Changed)	No Vul
connectmongo	v4.2.2	2	2	Vul Found	Vul Found	Vul Found
connectmongo	v4.3.0	2	2	Vul Found	Vul Found	Vul Found
connectmongo	v4.3.1	2	2	Vul Found	Vul Found	Vul Found
connectmongo	v4.4.0	2	2	Vul Found	Vul Found	Vul Found
connectmongo	v4.4.1	8	2	ERR	Vul Found (Changed)	Vul Found
nan	v2.13.1	5	5	Vul Found	Vul Found	Vul Found
nan	v2.13.2	5	5	Vul Found	Vul Found	Vul Found
nan	v2.14.0	5	5	Vul Found	Vul Found	Vul Found
nan	v2.14.1	5	5	Vul Found	Vul Found	Vul Found
nan	v2.14.2	5	5	ERR	Vul Found (Changed)	Vul Found
debug	3.2.7	8	8	Vul Found	Vul Found	Vul Found
debug	4.2.0	8	8	Vul Found	Vul Found	Vul Found
debug	4.3.0	8	8	Vul Found	Vul Found	Vul Found
debug	4.3.1	8	8	Vul Found	Vul Found	Vul Found
debug	4.3.2	8	8	ERR	Vul Found (Changed)	Vul Found
bcrypt	v3.0.8	1	1	Vul Found	Vul Found	Vul Found
bcrypt	v4.0.0	1	1	Vul Found	Vul Found	Vul Found
bcrypt	v4.0.1	1	1	Vul Found	Vul Found	Vul Found
bcrypt	v5.0.0	1	1	Vul Found	Vul Found	Vul Found
bcrypt	v5.0.1	5	1	Vul Found	Vul Found	Vul Found
rollupplugincommonjs	v10.0.0	1	1	Vul Found	Vul Found	Vul Found
rollupplugincommonjs	v10.0.1	1	1	Vul Found	Vul Found	Vul Found
rollupplugincommonjs	v10.0.2	1	1	Vul Found	Vul Found	Vul Found
rollupplugincommonjs	v10.1.0	11	1	Vul Found	Vul Found	Vul Found
rollupplugincommonjs	v9.3.4	1	1	Vul Found	Vul Found	Vul Found
jqueryui	1.12.0	8	8	Vul Found	Vul Found	Vul Found
jqueryui	1.12.0-beta.1	8	8	Vul Found	Vul Found	Vul Found
jqueryui	1.12.0-rc.1	8	8	Vul Found	Vul Found	Vul Found
jqueryui	1.12.0-rc.2	8	8	Vul Found	Vul Found	Vul Found
jqueryui	1.12.1	8	8	ERR	Vul Found (Changed)	Vul Found
swig	v1.3.0	30	30	Vul Found	Vul Found	Vul Found
swig	v1.3.2	30	30	Vul Found	Vul Found	Vul Found
swig	v1.4.0	30	30	Vul Found	Vul Found	Vul Found
swig	v1.4.1	30	30	Vul Found	Vul Found	Vul Found
swig	v1.4.2	30	30	ERR	Vul Found (Changed)	Vul Found
gulpwatch	v4.3.10	14	14	Vul Found	Vul Found	Vul Found
gulpwatch	v4.3.11	14	14	Vul Found	Vul Found	Vul Found
gulpwatch	v4.3.9	14	14	Vul Found	Vul Found	Vul Found
gulpwatch	v5.0.0	14	14	Vul Found	Vul Found	Vul Found
gulpwatch	v5.0.1	14	14	ERR	Vul Found (Changed)	Vul Found
babelpluginlodash	3.3.0	3	3	Vul Found	Vul Found	Vul Found
babelpluginlodash	3.3.1	3	3	Vul Found	Vul Found	Vul Found
babelpluginlodash	3.3.2	3	3	Vul Found	Vul Found	Vul Found
babelpluginlodash	3.3.3	3	3	Vul Found	Vul Found	Vul Found
babelpluginlodash	3.3.4	12	3	Vul Found	Vul Found	Vul Found
jsonwebtoken	v8.2.2	13	13	Vul Found	Vul Found	Vul Found
jsonwebtoken	v8.3.0	15	13	Vul Found	Vul Found	Vul Found
jsonwebtoken	v8.4.0	15	15	Vul Found	Vul Found	Vul Found
jsonwebtoken	v8.5.0	15	15	Vul Found	Vul Found	Vul Found
jsonwebtoken	v8.5.1	15	15	ERR	Vul Found (Changed)	Vul Found
nodenotifier	v10.0.0	1	0	Vul Found	Vul Found	No Vul (Changed)
nodenotifier	v5.4.4	0	0	No Vul	No Vul	No Vul
nodenotifier	v5.4.5	0	0	No Vul	No Vul	No Vul
nodenotifier	v8.0.2	0	0	No Vul	No Vul	No Vul
nodenotifier	v9.0.1	0	0	No Vul	No Vul	No Vul
leaflet	v1.5.0	5	5	Vul Found	Vul Found	Vul Found
leaflet	v1.5.1	5	5	Vul Found	Vul Found	Vul Found
leaflet	v1.6.0	5	5	Vul Found	Vul Found	Vul Found
leaflet	v1.7.0	5	5	Vul Found	Vul Found	Vul Found
leaflet	v1.7.1	5	5	ERR	Vul Found (Changed)	Vul Found
xml2js	0.4.18	0	0	No Vul	No Vul	No Vul
xml2js	0.4.19	0	0	No Vul	No Vul	No Vul
xml2js	0.4.20	0	0	No Vul	No Vul	No Vul
xml2js	0.4.21	7	0	Vul Found	Vul Found	No Vul (Changed)
xml2js	0.4.22	7	7	Vul Found	Vul Found	Vul Found
csv	v5.3.0	0	0	No Vul	No Vul	No Vul
csv	v5.3.1	0	0	No Vul	No Vul	No Vul
csv	v5.3.2	0	0	No Vul	No Vul	No Vul
csv	v5.4.0	0	0	No Vul	No Vul	No Vul
csv	v5.5.0	0	0	ERR	No Vul (Changed)	No Vul
yargsparser	yargs-parser-v15.0.2	3	3	Vul Found	Vul Found	Vul Found
yargsparser	yargs-parser-v15.0.3	1	3	Vul Found	Vul Found	Vul Found
yargsparser	yargs-parser-v20.2.8	1	1	Vul Found	Vul Found	Vul Found
yargsparser	yargs-parser-v20.2.9	1	1	Vul Found	Vul Found	Vul Found
yargsparser	yargs-parser-v20.2.9-deno	1	1	ERR	Vul Found (Changed)	Vul Found
commontags	v1.7.1	10	10	Vul Found	Vul Found	Vul Found
commontags	v1.7.2	10	10	Vul Found	Vul Found	Vul Found
commontags	v1.8.0	10	10	Vul Found	Vul Found	Vul Found
commontags	v1.8.0-rc.1	10	10	Vul Found	Vul Found	Vul Found
commontags	v2.0.0-alpha.1	23	10	Vul Found	Vul Found	Vul Found
semver	v7.3.1	1	1	Vul Found	Vul Found	Vul Found
semver	v7.3.2	1	1	Vul Found	Vul Found	Vul Found
semver	v7.3.3	1	1	Vul Found	Vul Found	Vul Found
semver	v7.3.4	1	1	Vul Found	Vul Found	Vul Found
semver	v7.3.5	4	1	Vul Found	Vul Found	Vul Found
forktscheckerwebpackplugin	v6.2.12	0	0	No Vul	No Vul	No Vul
forktscheckerwebpackplugin	v6.2.13	0	0	No Vul	No Vul	No Vul
forktscheckerwebpackplugin	v6.3.0	0	0	No Vul	No Vul	No Vul
forktscheckerwebpackplugin	v6.3.1	0	0	No Vul	No Vul	No Vul
forktscheckerwebpackplugin	v7.0.0-alpha.4	12	0	ERR	Vul Found (Changed)	No Vul (Changed)
yaml	v1.10.2	0	0	No Vul	No Vul	No Vul
yaml	v2.0.0-4	0	0	No Vul	No Vul	No Vul
yaml	v2.0.0-5	2	0	Vul Found	Vul Found	No Vul (Changed)
yaml	v2.0.0-6	0	0	No Vul	No Vul	No Vul
yaml	v2.0.0-7	0	0	No Vul	No Vul	No Vul
rx	v4.0.5	4	4	Vul Found	Vul Found	Vul Found
rx	v4.0.6	4	4	Vul Found	Vul Found	Vul Found
rx	v4.0.7	4	4	Vul Found	Vul Found	Vul Found
rx	v4.0.8	4	4	Vul Found	Vul Found	Vul Found
rx	v4.1.0	4	4	ERR	Vul Found (Changed)	Vul Found
phantomjsprebuilt	2.1.10	9	9	Vul Found	Vul Found	Vul Found
phantomjsprebuilt	2.1.12	9	9	Vul Found	Vul Found	Vul Found
phantomjsprebuilt	2.1.13	9	9	Vul Found	Vul Found	Vul Found
phantomjsprebuilt	2.1.14	9	9	ERR	Vul Found (Changed)	Vul Found
phantomjsprebuilt	2.1.9	9	9	Vul Found	Vul Found	Vul Found
phantomjs	2.1.10	9	9	Vul Found	Vul Found	Vul Found
phantomjs	2.1.12	9	9	Vul Found	Vul Found	Vul Found
phantomjs	2.1.13	9	9	Vul Found	Vul Found	Vul Found
phantomjs	2.1.14	9	9	ERR	Vul Found (Changed)	Vul Found
phantomjs	2.1.9	9	9	Vul Found	Vul Found	Vul Found
needle	v2.3.2	1	1	Vul Found	Vul Found	Vul Found
needle	v2.3.3	1	1	Vul Found	Vul Found	Vul Found
needle	v2.5.0	1	1	Vul Found	Vul Found	Vul Found
needle	v2.5.1	1	1	Vul Found	Vul Found	Vul Found
needle	v2.5.2	2	1	Vul Found	Vul Found	Vul Found
accepts	1.3.3	7	6	Vul Found	Vul Found	Vul Found
accepts	1.3.4	7	7	Vul Found	Vul Found	Vul Found
accepts	1.3.5	3	7	Vul Found	Vul Found	Vul Found
accepts	1.3.6	3	3	Vul Found	Vul Found	Vul Found
accepts	1.3.7	3	3	ERR	Vul Found (Changed)	Vul Found
es6promise	v4.2.4	18	18	Vul Found	Vul Found	Vul Found
es6promise	v4.2.5	18	18	Vul Found	Vul Found	Vul Found
es6promise	v4.2.6	18	18	Vul Found	Vul Found	Vul Found
es6promise	v4.2.7	18	18	Vul Found	Vul Found	Vul Found
es6promise	v4.2.8	41	18	ERR	Vul Found (Changed)	Vul Found
eventstream	3.0.3	0	0	No Vul	No Vul	No Vul
eventstream	3.0.4	0	0	No Vul	No Vul	No Vul
eventstream	3.0.5	0	0	No Vul	No Vul	No Vul
eventstream	4.0.0	0	0	No Vul	No Vul	No Vul
eventstream	4.0.1	1	0	Vul Found	Vul Found	No Vul (Changed)
bnjs	v4.11.9	9	9	Vul Found	Vul Found	Vul Found
bnjs	v4.12.0	10	9	Vul Found	Vul Found	Vul Found
bnjs	v5.1.2	9	9	Vul Found	Vul Found	Vul Found
bnjs	v5.1.3	9	9	Vul Found	Vul Found	Vul Found
bnjs	v5.2.0	9	9	Vul Found	Vul Found	Vul Found
errorhandler	1.4.1	13	13	Vul Found	Vul Found	Vul Found
errorhandler	1.4.2	9	13	Vul Found	Vul Found	Vul Found
errorhandler	1.4.3	9	9	Vul Found	Vul Found	Vul Found
errorhandler	1.5.0	3	9	Vul Found	Vul Found	Vul Found
errorhandler	1.5.1	3	3	ERR	Vul Found (Changed)	Vul Found
eslintpluginflowtype	v5.7.2	5	5	Vul Found	Vul Found	Vul Found
eslintpluginflowtype	v5.8.0	5	5	Vul Found	Vul Found	Vul Found
eslintpluginflowtype	v5.8.1	5	5	Vul Found	Vul Found	Vul Found
eslintpluginflowtype	v5.8.2	5	5	Vul Found	Vul Found	Vul Found
eslintpluginflowtype	v5.9.0	5	5	ERR	Vul Found (Changed)	Vul Found
jsyaml	3.13.1	0	0	No Vul	No Vul	No Vul
jsyaml	3.14.0	0	0	No Vul	No Vul	No Vul
jsyaml	3.14.1	0	0	No Vul	No Vul	No Vul
jsyaml	4.0.0	0	0	No Vul	No Vul	No Vul
jsyaml	4.1.0	0	0	ERR	No Vul (Changed)	No Vul
elliptic	v6.5.0	3	3	Vul Found	Vul Found	Vul Found
elliptic	v6.5.1	3	3	Vul Found	Vul Found	Vul Found
elliptic	v6.5.2	3	3	Vul Found	Vul Found	Vul Found
elliptic	v6.5.3	3	3	Vul Found	Vul Found	Vul Found
elliptic	v6.5.4	5	3	Vul Found	Vul Found	Vul Found
copywebpackplugin	v8.0.0	1	1	Vul Found	Vul Found	Vul Found
copywebpackplugin	v8.1.0	1	1	Vul Found	Vul Found	Vul Found
copywebpackplugin	v8.1.1	1	1	Vul Found	Vul Found	Vul Found
copywebpackplugin	v9.0.0	1	1	Vul Found	Vul Found	Vul Found
copywebpackplugin	v9.0.1	1	1	Vul Found	Vul Found	Vul Found
escodegen	v1.14.0	6	6	Vul Found	Vul Found	Vul Found
escodegen	v1.14.1	6	6	Vul Found	Vul Found	Vul Found
escodegen	v1.14.2	6	6	Vul Found	Vul Found	Vul Found
escodegen	v1.14.3	6	6	Vul Found	Vul Found	Vul Found
escodegen	v2.0.0	6	6	ERR	Vul Found (Changed)	Vul Found
svgo	v2.2.0	0	0	No Vul	No Vul	No Vul
svgo	v2.2.1	0	0	No Vul	No Vul	No Vul
svgo	v2.2.2	0	0	No Vul	No Vul	No Vul
svgo	v2.3.0	0	0	No Vul	No Vul	No Vul
svgo	v2.3.1	1	0	Vul Found	Vul Found	No Vul (Changed)
vinylfs	v2.0.0	13	9	Vul Found	Vul Found	Vul Found
vinylfs	v3.0.0	13	13	Vul Found	Vul Found	Vul Found
vinylfs	v3.0.1	13	13	Vul Found	Vul Found	Vul Found
vinylfs	v3.0.2	13	13	Vul Found	Vul Found	Vul Found
vinylfs	v3.0.3	13	13	ERR	Vul Found (Changed)	Vul Found
commander	v8.0.0	0	0	No Vul	No Vul	No Vul
commander	v8.0.0-0	3	0	Vul Found	Vul Found	No Vul (Changed)
commander	v8.0.0-1	0	0	No Vul	No Vul	No Vul
commander	v8.0.0-2	0	0	No Vul	No Vul	No Vul
commander	v8.1.0	0	0	No Vul	No Vul	No Vul
cuid	v2.1.4	6	6	Vul Found	Vul Found	Vul Found
cuid	v2.1.5	6	6	Vul Found	Vul Found	Vul Found
cuid	v2.1.6	6	6	Vul Found	Vul Found	Vul Found
cuid	v2.1.7	6	6	Vul Found	Vul Found	Vul Found
cuid	v2.1.8	15	6	Vul Found	Vul Found	Vul Found
secp256k1	v3.7.1	1	1	Vul Found	Vul Found	Vul Found
secp256k1	v3.8.0	1	1	Vul Found	Vul Found	Vul Found
secp256k1	v4.0.0	1	1	Vul Found	Vul Found	Vul Found
secp256k1	v4.0.1	3	1	Vul Found	Vul Found	Vul Found
secp256k1	v4.0.2	3	3	ERR	Vul Found (Changed)	Vul Found
postcssimport	12.0.1	0	0	No Vul	No Vul	No Vul
postcssimport	13.0.0	0	0	No Vul	No Vul	No Vul
postcssimport	14.0.0	0	0	No Vul	No Vul	No Vul
postcssimport	14.0.1	0	0	No Vul	No Vul	No Vul
postcssimport	14.0.2	0	0	ERR	No Vul (Changed)	No Vul
polished	v3.7.1	5	5	Vul Found	Vul Found	Vul Found
polished	v3.7.2	17	5	ERR	Vul Found (Changed)	Vul Found
polished	v4.1.1	5	5	Vul Found	Vul Found	Vul Found
polished	v4.1.2	5	5	Vul Found	Vul Found	Vul Found
polished	v4.1.3	5	5	Vul Found	Vul Found	Vul Found
htmlparser2	v5.0.0	0	0	No Vul	No Vul	No Vul
htmlparser2	v5.0.1	0	0	No Vul	No Vul	No Vul
htmlparser2	v6.0.0	0	0	No Vul	No Vul	No Vul
htmlparser2	v6.0.1	0	0	No Vul	No Vul	No Vul
htmlparser2	v6.1.0	4	0	Vul Found	Vul Found	No Vul (Changed)
webpackbundleanalyzer	v4.2.0	3	3	Vul Found	Vul Found	Vul Found
webpackbundleanalyzer	v4.3.0	3	3	Vul Found	Vul Found	Vul Found
webpackbundleanalyzer	v4.4.0	3	3	Vul Found	Vul Found	Vul Found
webpackbundleanalyzer	v4.4.1	3	3	Vul Found	Vul Found	Vul Found
webpackbundleanalyzer	v4.4.2	9	3	Vul Found	Vul Found	Vul Found
fusejs	v6.4.2	6	6	Vul Found	Vul Found	Vul Found
fusejs	v6.4.3	6	6	Vul Found	Vul Found	Vul Found
fusejs	v6.4.4	6	6	Vul Found	Vul Found	Vul Found
fusejs	v6.4.5	7	6	Vul Found	Vul Found	Vul Found
fusejs	v6.4.6	22	7	ERR	Vul Found (Changed)	Vul Found
rcutil	v5.12.1	11	11	Vul Found	Vul Found	Vul Found
rcutil	v5.12.2	11	11	Vul Found	Vul Found	Vul Found
rcutil	v5.13.0	11	11	Vul Found	Vul Found	Vul Found
rcutil	v5.13.1	11	11	Vul Found	Vul Found	Vul Found
rcutil	v5.13.2	11	11	ERR	Vul Found (Changed)	Vul Found
postcssloader	v4.3.0	1	1	Vul Found	Vul Found	Vul Found
postcssloader	v5.3.0	1	1	Vul Found	Vul Found	Vul Found
postcssloader	v6.0.0	1	1	Vul Found	Vul Found	Vul Found
postcssloader	v6.1.0	1	1	Vul Found	Vul Found	Vul Found
postcssloader	v6.1.1	1	1	Vul Found	Vul Found	Vul Found
lowdb	v2.0.0	1	1	Vul Found	Vul Found	Vul Found
lowdb	v2.0.1	1	1	Vul Found	Vul Found	Vul Found
lowdb	v2.0.2	1	1	Vul Found	Vul Found	Vul Found
lowdb	v2.0.3	1	1	Vul Found	Vul Found	Vul Found
lowdb	v2.1.0	4	1	Vul Found	Vul Found	Vul Found
jshint	2.11.1	21	21	Vul Found	Vul Found	Vul Found
jshint	2.11.2	21	21	Vul Found	Vul Found	Vul Found
jshint	2.12.0	21	21	Vul Found	Vul Found	Vul Found
jshint	2.13.0	21	21	ERR	Vul Found (Changed)	Vul Found
jshint	relicensing-2020	21	21	Vul Found	Vul Found	Vul Found
eslintpluginjest	v24.3.4	0	0	No Vul	No Vul	No Vul
eslintpluginjest	v24.3.5	0	0	No Vul	No Vul	No Vul
eslintpluginjest	v24.3.6	0	0	No Vul	No Vul	No Vul
eslintpluginjest	v24.3.7	0	0	No Vul	No Vul	No Vul
eslintpluginjest	v24.4.0	0	0	ERR	No Vul (Changed)	No Vul
highlightjs	10.7.3	0	0	No Vul	No Vul	No Vul
highlightjs	11.0.0	0	0	No Vul	No Vul	No Vul
highlightjs	11.0.1	1	0	Vul Found	Vul Found	No Vul (Changed)
highlightjs	11.1.0	0	0	No Vul	No Vul	No Vul
highlightjs	11.2.0	0	0	No Vul	No Vul	No Vul
finalhandler	v1.0.5	10	10	Vul Found	Vul Found	Vul Found
finalhandler	v1.0.6	10	10	Vul Found	Vul Found	Vul Found
finalhandler	v1.1.0	10	10	Vul Found	Vul Found	Vul Found
finalhandler	v1.1.1	3	10	Vul Found	Vul Found	Vul Found
finalhandler	v1.1.2	3	3	ERR	Vul Found (Changed)	Vul Found
readablestream	v2.3.7	15	12	Vul Found	Vul Found	Vul Found
readablestream	v3.3.0	15	15	Vul Found	Vul Found	Vul Found
readablestream	v3.4.0	12	15	Vul Found	Vul Found	Vul Found
readablestream	v3.5.0	15	15	Vul Found	Vul Found	Vul Found
readablestream	v3.6.0	15	15	ERR	Vul Found (Changed)	Vul Found
reactdropzone	v11.3.0	21	21	Vul Found	Vul Found	Vul Found
reactdropzone	v11.3.1	21	21	Vul Found	Vul Found	Vul Found
reactdropzone	v11.3.2	21	21	Vul Found	Vul Found	Vul Found
reactdropzone	v11.3.3	21	21	Vul Found	Vul Found	Vul Found
reactdropzone	v11.3.4	21	21	Vul Found	Vul Found	Vul Found
istanbul	v0.4.2	16	16	Vul Found	Vul Found	Vul Found
istanbul	v0.4.3	16	16	Vul Found	Vul Found	Vul Found
istanbul	v0.4.4	16	16	Vul Found	Vul Found	Vul Found
istanbul	v0.4.5	16	16	ERR	Vul Found (Changed)	Vul Found
istanbul	v1.1.0-alpha.1	16	16	Vul Found	Vul Found	Vul Found
typeis	1.6.15	7	7	Vul Found	Vul Found	Vul Found
typeis	1.6.16	3	7	Vul Found	Vul Found	Vul Found
typeis	1.6.17	3	3	Vul Found	Vul Found	Vul Found
typeis	1.6.18	1	3	Vul Found	Vul Found	Vul Found
typeis	1.6.19	1	1	ERR	Vul Found (Changed)	Vul Found
serveindex	v1.7.2	10	13	Vul Found	Vul Found	Vul Found
serveindex	v1.7.3	9	10	Vul Found	Vul Found	Vul Found
serveindex	v1.8.0	9	9	Vul Found	Vul Found	Vul Found
serveindex	v1.9.0	9	9	Vul Found	Vul Found	Vul Found
serveindex	v1.9.1	9	9	ERR	Vul Found (Changed)	Vul Found
chai	4.3.0	1	1	Vul Found	Vul Found	Vul Found
chai	4.3.1	1	1	Vul Found	Vul Found	Vul Found
chai	4.3.2	1	1	Vul Found	Vul Found	Vul Found
chai	4.3.3	1	1	Vul Found	Vul Found	Vul Found
chai	v4.3.4	7	1	Vul Found	Vul Found	Vul Found
gulptypescript	5.0.0-alpha.2	3	3	Vul Found	Vul Found	Vul Found
gulptypescript	v5.0.0	3	3	Vul Found	Vul Found	Vul Found
gulptypescript	v5.0.0-alpha.1	3	3	Vul Found	Vul Found	Vul Found
